ID,Name,Address,Type,PreferredGoods
DK3214080278,Culinary Dwelling A/S,"Brogade 116, 1000 København K",Company,"household, cosmetics, food"
DK6389864974,Pia Peter Clausen,"Lindevej 22, 4000 Roskilde",Individual,No preference
DK4377346239,Line Emil Mogensen,"Kløvervej 38, 4000 Roskilde",Individual,No preference
DK5888015939,Lars Karen Jacobsen,"Ringvejen 69, 2000 Frederiksberg",Individual,No preference
DK2458198451,Europæisk Fashion,"Bellisvej 16, 2620 Albertslund",Company,"luxury, clothing, sports"
DK6877052039,Quench Fluid,"Kastanjevej 65, 3460 Birkerød",Company,beverages
DK5151086814,Harvest Play Care,"Granvej 33, 9900 Frederikshavn",Company,"medical, produce, toys"
DK8048810275,Style Thread,"Adelgade 141, 2200 København N",Company,clothing
DK3923699745,Bronze Butik,"Industrivej 72, 9900 Frederikshavn",Company,"furniture, toys"
DK1754368373,Lager I/S,"Poppelvej 88, 9800 Hjørring",Company,food
DK6937704752,Exclusive Tech Industri I/S,"Vibevej 47, 7400 Herning",Company,"medical_equipment, produce, luxury"
DK2312670490,Bente Kathrine Kjeldsen,"Slotsgade 113, 7800 Skive",Individual,No preference
DK1487258103,Text ApS,"Elmevej 26, 3000 Helsingør",Company,"furniture, paper, chemicals"
DK5933179746,Guld Glow Produktion Holding,"Bellisvej 42, 6000 Kolding",Company,cosmetics
DK1050899550,Malene Jonas Madsen,"Parkvej 50, 2800 Lyngby",Individual,No preference
DK3693985578,Guld Master Spedition,"Brogade 145, 9800 Hjørring",Company,"electronics, food, household"
DK9952650911,Louise Eriksen,"Tjørnevej 92, 2000 Frederiksberg",Individual,No preference
DK2571688961,Grøn Medical Write IVS,"Hovedgaden 72, 9800 Hjørring",Company,"food, medical_equipment, paper"
DK1282103057,Smart Holding,"Møllevej 74, 2630 Taastrup",Company,"electronics, beverages"
DK6804850108,Residence Fast Interior,"Bellisvej 76, 6700 Esbjerg",Company,"clothing, household"
DK6884333221,Interior Teknologi,"Bellisvej 108, 9000 Aalborg",Company,"household, electronics"
DK2320763135,Pharma Draw Motion,"Brogade 31, 8000 Aarhus C",Company,"sports, stationery, medical"
DK9454207717,Forarbejdning K/S,"Vibevej 126, 7400 Herning",Company,"toys, food, paper"
DK3781569954,Gul Digital Computing,"Birkevej 127, 3460 Birkerød",Company,"electronics, cosmetics"
DK3271361431,Hydration Prestige,"Kløvervej 58, 1500 København V",Company,"stationery, luxury, beverages"
DK4492602049,Living Power Kid,"Fyrrevej 3, 4200 Slagelse",Company,"toys, household"
DK3363629219,Kongelig Culinary Gastro,"Søndermarken 50, 3660 Stenløse",Company,food
DK5150090143,Gul Produktion,"Lillegade 134, 4700 Næstved",Company,"produce, chemicals, food"
DK4242550727,Taste Cultivate,"Møllevej 24, 8900 Randers",Company,"produce, food, toys"
DK3893976444,Engros Group,"Dalvej 91, 2650 Hvidovre",Company,medical
DK8809871735,Kongelig Spedition,"Bredgade 111, 3000 Helsingør",Company,"furniture, food, chemicals"
DK7666869046,Dansk Teknologi Group,"Nørremarksvej 113, 5700 Svendborg",Company,sports
DK3556672800,Morten Thomas Christiansen,"Hovedgaden 61, 2800 Lyngby",Individual,No preference
DK6384861002,Camilla Alexandra Clausen,"Jernbanegade 147, 4400 Kalundborg",Individual,No preference
DK2227193073,Design Office,"Algade 23, 7800 Skive",Company,"stationery, paper, furniture"
DK6509985983,Europæisk Paper,"Bredgade 80, 7400 Herning",Company,"stationery, medical"
DK6818311021,Nicolai Jonas Dahl,"Skovvej 93, 7500 Holstebro",Individual,No preference
DK6237376063,Performance Quench Rådgivning A/S,"Parkvej 11, 8800 Viborg",Company,"sports, beverages, clothing"
DK6288227800,Write Tech Spedition,"Lupinvej 2, 2620 Albertslund",Company,"produce, food, stationery"
DK5510938155,Med Gruppe,"Vestergade 135, 9900 Frederikshavn",Company,medical
DK8331319481,Byggeri I/S,"Fasanvej 96, 6700 Esbjerg",Company,"food, cosmetics"
DK1590838716,Precision HealthTech Group,"Rosenvej 122, 3600 Frederikssund",Company,"beverages, medical_equipment"
DK4292053797,Jørgen Søndergaard,"Kirkevej 10, 6700 Esbjerg",Individual,No preference
DK5278201677,Digital Natural Spedition ApS,"Rosenvej 40, 4800 Nykøbing F",Company,"electronics, raw_materials"
DK6562457052,Leisure Fødevare,"Parkvej 49, 7500 Holstebro",Company,"toys, food, sports"
DK6582557981,Therapeutic Holding,"Elmevej 92, 2820 Gentofte",Company,"produce, food, medical"
DK4990452762,Luxury Upscale Gadget,"Sct. Annagade 58, 3600 Frederikssund",Company,"luxury, electronics"
DK2947476917,Europæisk Digital,"Brogade 11, 3660 Stenløse",Company,"electronics, medical_equipment, raw_materials"
DK8860358355,Karen Josephine Mikkelsen,"Ahornvej 103, 8900 Randers",Individual,No preference
DK7418301077,Europæisk Exercise I/S,"Elmevej 57, 2000 Frederiksberg",Company,sports
DK8570333548,Nord Document Koncern,"Kirkevej 122, 3660 Stenløse",Company,paper
DK8997701619,Nord Tech Text,"Parkvej 80, 3400 Hillerød",Company,"paper, toys"
DK7950497861,Michael Mathiesen,"Hasselvej 117, 5700 Svendborg",Individual,No preference
DK2683446724,Sølv Toy I/S,"Skovvej 124, 3400 Hillerød",Company,toys
DK9691572571,Text Quality Write,"Tulipanvej 22, 4300 Holbæk",Company,paper
DK3171050399,Fynsk Farm Harvest,"Syrenvej 27, 3500 Værløse",Company,"clothing, produce"
DK7374810067,Gul Bottle Athletic Group,"Søndergade 92, 2000 Frederiksberg",Company,"beverages, clothing, sports"
DK2846465000,Element IVS,"Hovedgaden 61, 4200 Slagelse",Company,"luxury, food, chemicals"
DK7163197939,Rasmus Madsen,"Stationsvej 69, 2670 Greve",Individual,No preference
DK3369305560,Digital Device Material,"Dronningensgade 87, 3000 Helsingør",Company,"electronics, raw_materials, sports"
DK2982979741,Pure Cosmetic Butik I/S,"Platanvej 8, 3460 Birkerød",Company,cosmetics
DK7151535410,Martin Christina Jørgensen,"Fyrrevej 39, 7500 Holstebro",Individual,No preference
DK7276670087,Mads Louise Dalsgaard,"Søndergade 144, 6100 Haderslev",Individual,No preference
DK4658080160,Physical Standard Sport Koncern,"Skolevej 135, 9800 Hjørring",Company,sports
DK8503368512,Radiant ApS,"Brogade 109, 8200 Aarhus N",Company,cosmetics
DK9370133343,Life Note,"Nørremarksvej 47, 4100 Ringsted",Company,"medical, stationery"
DK5492496998,Blå Service Athletic ApS,"Industrivej 129, 2620 Albertslund",Company,"sports, stationery"
DK2963288053,Dansk Universal Spedition K/S,"Elmevej 109, 6700 Esbjerg",Company,"stationery, beverages"
DK7539399243,Joy Game Leisure,"Lavgade 4, 1000 København K",Company,toys
DK1340272119,Syd Refreshment Digital,"Jernbanegade 28, 2670 Greve",Company,"electronics, beverages, furniture"
DK8531118333,Guld Wear,"Fasanvej 38, 4100 Ringsted",Company,"furniture, clothing"
DK5604529187,Vest Energetic Spedition A/S,"Rosenvej 91, 8800 Viborg",Company,household
DK4590711152,Electronic Tech,"Fyrrevej 103, 4000 Roskilde",Company,electronics
DK9290691086,Stine Tina Lauridsen,"Lupinvej 84, 8700 Horsens",Individual,No preference
DK7801180691,Hvid Ultra Raw,"Østergade 80, 5700 Svendborg",Company,"food, cosmetics, raw_materials"
DK4877520294,Kongelig Nutrition Rådgivning,"Brogade 8, 8900 Randers",Company,food
DK9165632300,Glow Cosmetic,"Ahornvej 14, 6400 Sønderborg",Company,cosmetics
DK5853262260,Hans Østergaard,"Nørregade 120, 2650 Hvidovre",Individual,No preference
DK9623534576,Sjællandsk Thread Group,"Mosevej 97, 2200 København N",Company,"clothing, electronics"
DK5686850445,Nord Fast Clinical,"Skovvej 89, 3500 Værløse",Company,medical_equipment
DK6868336102,Syd Derma,"Egevej 36, 2650 Hvidovre",Company,"stationery, cosmetics, raw_materials"
DK8377088167,Book A/S,"Bredgade 49, 3600 Frederikssund",Company,stationery
DK6317189421,Detail A/S,"Poppelvej 109, 4800 Nykøbing F",Company,household
DK9067664957,Formula Residence Lifestyle Holding,"Kastanjevej 93, 2650 Hvidovre",Company,"household, chemicals, luxury"
DK6529640931,Mathias Mette Winther,"Kløvervej 149, 2800 Lyngby",Individual,No preference
DK6576426590,Habitat Ingeniør P/S,"Jasminvej 57, 6100 Haderslev",Company,household
DK5972484792,Material Material Source,"Engvej 131, 7400 Herning",Company,raw_materials
DK3849232839,Crop Food Harvest Group,"Lillegade 126, 2650 Hvidovre",Company,"medical_equipment, produce, food"
DK6375873873,Karen Kristian Schmidt,"Lærkevej 104, 7800 Skive",Individual,No preference
DK2064803502,Sport Network Physical,"Dalvej 24, 2100 København Ø",Company,"clothing, sports"
DK3799264931,Taste Culinary Spedition,"Tulipanvej 48, 2820 Gentofte",Company,"food, raw_materials"
DK5861265639,Gitte Mikkel Pedersen,"Strandvejen 91, 6000 Kolding",Individual,No preference
DK1696846464,Produktion Koncern,"Egevej 135, 4100 Ringsted",Company,produce
DK3946766309,Kvalitets Print Teknologi Holding,"Østergade 10, 7800 Skive",Company,paper
DK9573276057,Fresh Study,"Vibevej 135, 1000 København K",Company,"paper, produce, stationery"
DK3291270703,Sort Solution Harvest P/S,"Syrenvej 86, 2750 Ballerup",Company,"food, electronics, produce"
DK4700855390,Aesthetic P/S,"Ahornvej 47, 5800 Nyborg",Company,cosmetics
DK7625464411,Fresh Element Rådgivning,"Engvej 8, 2650 Hvidovre",Company,"luxury, chemicals, produce"
DK7767834064,Instrument Precision,"Jernbanegade 63, 7400 Herning",Company,medical_equipment
DK7251686413,Michael Frederikke Andersen,"Ringvejen 92, 2635 Ishøj",Individual,No preference
DK7193532615,Jysk Joy,"Kastanjevej 30, 7500 Holstebro",Company,"paper, toys"
DK6517150278,Script Møbel A/S,"Bellisvej 77, 4100 Ringsted",Company,"sports, paper, chemicals"
DK3297681898,Hans Andresen,"Sct. Annagade 66, 7000 Fredericia",Individual,No preference
DK3635809013,Niels Marianne Lundgaard,"Lupinvej 50, 7400 Herning",Individual,No preference
DK7977267911,Øst Domestic Residence,"Rosenvej 139, 4400 Kalundborg",Company,household
DK2513206988,Produktion IVS,"Platanvej 35, 2670 Greve",Company,"furniture, toys, clothing"
DK6628158856,Handel Group,"Mosevej 105, 3500 Værløse",Company,"chemicals, medical, furniture"
DK8239941612,Habitat Secure Decor,"Dalvej 117, 3600 Frederikssund",Company,"furniture, household"
DK1722124509,Kongelig Home,"Ringvejen 43, 7000 Fredericia",Company,"household, sports, furniture"
DK7829772942,React Hyper Møbel Holding,"Jasminvej 50, 4300 Holbæk",Company,"chemicals, clothing"
DK7628981661,Guld Hobby Leisure IVS,"Lavgade 141, 7100 Vejle",Company,"produce, beverages, toys"
DK5952894290,Kongelig Tekstil ApS,"Kastanjevej 73, 2000 Frederiksberg",Company,"medical, beverages, furniture"
DK8322868827,Vest Fluid Natural,"Kløvervej 82, 3400 Hillerød",Company,"cosmetics, electronics, beverages"
DK3774110439,React Tekstil,"Jasminvej 108, 4200 Slagelse",Company,"chemicals, paper"
DK5478854313,Lene Martin Mathiesen,"Højgade 86, 4800 Nykøbing F",Individual,No preference
DK2250949136,Cosmetic Gruppe,"Adelgade 78, 2200 København N",Company,cosmetics
DK8244425568,Sara Vestergaard,"Nørregade 72, 9000 Aalborg",Individual,No preference
DK3517677005,Martin Lund,"Dalvej 138, 9900 Frederikshavn",Individual,No preference
DK3768901084,Maria Christiansen,"Fasanvej 88, 6100 Haderslev",Individual,No preference
DK1678500147,Løsninger P/S,"Mosevej 82, 3400 Hillerød",Company,"produce, medical"
DK4627032705,Grøn Fun,"Ahornvej 137, 3600 Frederikssund",Company,"luxury, cosmetics, toys"
DK5307145891,House A/S,"Mosevej 43, 2600 Glostrup",Company,"furniture, stationery, electronics"
DK9354711271,Refreshment Stitch IVS,"Dronningensgade 30, 8800 Viborg",Company,"toys, clothing, beverages"
DK2087974350,Farm Gourmet,"Lindevej 19, 2650 Hvidovre",Company,"chemicals, food, produce"
DK8023085096,Jens Bech,"Dalvej 140, 2750 Ballerup",Individual,No preference
DK4293048383,Jonas Mads Rasmussen,"Granvej 60, 6000 Kolding",Individual,No preference
DK2627677155,Forarbejdning A/S,"Strandvejen 1, 7500 Holstebro",Company,furniture
DK9383969266,Hanne Niels Simonsen,"Storegade 129, 4700 Næstved",Individual,No preference
DK1676168421,Hvid Synthesis Solution I/S,"Bellisvej 34, 9800 Hjørring",Company,chemicals
DK7508522951,Blå Beverage Fragt,"Skolevej 63, 4100 Ringsted",Company,"beverages, toys"
DK1744814397,Erik Jeppesen,"Kirkevej 138, 7000 Fredericia",Individual,No preference
DK6515369278,Electro Fast Physical IVS,"Bakkevej 17, 9000 Aalborg",Company,"electronics, sports, toys"
DK1431466728,Morten Larsen,"Adelgade 12, 5800 Nyborg",Individual,No preference
DK5578056564,Interior Dwelling Group,"Søndergade 150, 3500 Værløse",Company,household
DK4070964768,Fynsk Decor Møbel,"Jernbanegade 127, 7100 Vejle",Company,furniture
DK6866146362,Mads Ravn,"Bakkevej 1, 6700 Esbjerg",Individual,No preference
DK6101516825,Pernille Jacobsen,"Solsikkevej 86, 6400 Sønderborg",Individual,No preference
DK3294092753,Pure A/S,"Granvej 9, 4300 Holbæk",Company,"electronics, cosmetics, chemicals"
DK8458717057,Drink K/S,"Hasselvej 132, 3520 Farum",Company,beverages
DK1033015788,Beauty Pure,"Strandvejen 139, 9800 Hjørring",Company,"stationery, cosmetics"
DK4277422858,Butik Gruppe,"Syrenvej 122, 7400 Herning",Company,sports
DK7768918933,Karen Mikkelsen,"Ahornvej 11, 9000 Aalborg",Individual,No preference
DK3464975279,Jysk Luxury A/S,"Birkevej 51, 3520 Farum",Company,luxury
DK5140460939,Digital Basic IVS,"Bellisvej 132, 2650 Hvidovre",Company,"raw_materials, electronics"
DK7508080884,Kongelig Kid ApS,"Bakkevej 37, 3500 Værløse",Company,toys
DK5898560811,Camilla Søndergaard,"Klostervej 130, 1000 København K",Individual,No preference
DK2825957977,Sort Food IVS,"Egevej 128, 4400 Kalundborg",Company,food
DK9632590108,Marianne Frandsen,"Højgade 76, 2600 Glostrup",Individual,No preference
DK4137245394,Tina Bjerregaard,"Højgade 93, 3500 Værløse",Individual,No preference
DK3553049385,Anders Lasse Østergaard,"Jernbanegade 101, 2635 Ishøj",Individual,No preference
DK7581349462,Motion K/S,"Søndermarken 106, 2650 Hvidovre",Company,"sports, food, medical"
DK8317619798,BioMed Fluid Rådgivning I/S,"Egevej 73, 3400 Hillerød",Company,"medical_equipment, beverages"
DK5474951950,Flavor Flavor Food,"Egevej 37, 2750 Ballerup",Company,food
DK6415031531,Blå Better Electronic,"Lavgade 99, 5000 Odense C",Company,"food, medical, electronics"
DK5356690340,Martin Helene Nissen,"Mosevej 52, 2650 Hvidovre",Individual,No preference
DK6204041308,Brew Brew,"Fasanvej 132, 4700 Næstved",Company,"paper, beverages"
DK5091875722,Christian Trine Christiansen,"Nørremarksvej 108, 2600 Glostrup",Individual,No preference
DK5187948804,Thirst K/S,"Kirkevej 96, 2630 Taastrup",Company,beverages
DK3844572111,Peter Lene Olesen,"Platanvej 141, 3400 Hillerød",Individual,No preference
DK1311570307,Elegant National Computing,"Vibevej 125, 6700 Esbjerg",Company,"luxury, electronics, medical_equipment"
DK8517413631,Gourmet Harvest Fresh,"Stationsvej 146, 1000 København K",Company,"food, produce"
DK7241219521,Søren Oliver Mikkelsen,"Jasminvej 13, 2635 Ishøj",Individual,No preference
DK1707196784,Cultivate Group,"Strandvejen 31, 7500 Holstebro",Company,produce
DK6892752604,Guld Natural Group,"Engvej 24, 2600 Glostrup",Company,"medical, cosmetics"
DK4524233168,Natural I/S,"Fasanvej 27, 6000 Kolding",Company,"medical_equipment, sports, raw_materials"
DK5148930607,Morten Henrik Jeppesen,"Bredgade 60, 3600 Frederikssund",Individual,No preference
DK4046558332,Gastro ApS,"Dronningensgade 36, 4700 Næstved",Company,"medical, food"
DK1977515194,Vest Tekstil,"Møllevej 77, 5800 Nyborg",Company,"furniture, medical"
DK6410007309,Anne Mogensen,"Tjørnevej 82, 6100 Haderslev",Individual,No preference
DK3627549477,Nicolai Thomsen,"Vestergade 37, 7800 Skive",Individual,No preference
DK1471747600,Lars Jonas Dahl,"Industrivej 76, 9800 Hjørring",Individual,No preference
DK4091608595,Christina Søren Krogh,"Adelgade 36, 8000 Aarhus C",Individual,No preference
DK9484167278,Chip System Elegant,"Egevej 107, 6400 Sønderborg",Company,"electronics, luxury, food"
DK5646751885,Hvid Document,"Tjørnevej 42, 4100 Ringsted",Company,paper
DK4712367625,Sjællandsk Write IVS,"Søndergade 144, 8800 Viborg",Company,stationery
DK5673482258,Fitness Energy Handel,"Østergade 124, 3600 Frederikssund",Company,sports
DK2032383330,Kasper Larsen,"Nørremarksvej 32, 2670 Greve",Individual,No preference
DK4745927824,Thirst Smart Drink,"Kastanjevej 113, 8700 Horsens",Company,beverages
DK1644630523,Hanne Krogh,"Stationsvej 86, 8700 Horsens",Individual,No preference
DK9018466673,Sara Carl Laursen,"Hasselvej 67, 2820 Gentofte",Individual,No preference
DK5523703900,Athletic Performance,"Kløvervej 99, 8200 Aarhus N",Company,sports
DK5392669701,Bente Kristine Bruun,"Møllevej 32, 7800 Skive",Individual,No preference
DK9650701349,Physical Top Lager,"Hovedgaden 87, 8200 Aarhus N",Company,sports
DK7242730249,Sort Wellbeing,"Fasanvej 62, 1500 København V",Company,"cosmetics, medical"
DK6009268066,Sport Nice Sport A/S,"Jernbanegade 29, 4400 Kalundborg",Company,sports
DK8300300577,Teknologi Group,"Sct. Annagade 142, 2650 Hvidovre",Company,"raw_materials, medical_equipment"
DK4949801453,Blå Fluid Tekstil,"Dalvej 82, 4200 Slagelse",Company,"beverages, clothing, stationery"
DK7928074841,Jysk Script Electro P/S,"Solsikkevej 2, 3460 Birkerød",Company,"electronics, paper"
DK1950540970,Julie Henriksen,"Kløvervej 38, 4400 Kalundborg",Individual,No preference
DK3698343112,Surgical Budget Engros,"Lavgade 37, 3400 Hillerød",Company,"luxury, medical_equipment"
DK4485356009,Green A/S,"Platanvej 104, 6400 Sønderborg",Company,produce
DK1240733092,Martin Berg,"Tulipanvej 137, 8900 Randers",Individual,No preference
DK5512036684,Dwelling K/S,"Vestergade 147, 5800 Nyborg",Company,household
DK4574027737,Tekstil Group,"Solsikkevej 52, 8600 Silkeborg",Company,"luxury, food"
DK5172413186,Stine Knudsen,"Nørremarksvej 96, 3660 Stenløse",Individual,No preference
DK4882343658,Kvalitets Office,"Bellisvej 26, 2200 København N",Company,"produce, furniture, stationery"
DK1625217504,Synthesis A/S,"Egevej 35, 4100 Ringsted",Company,"clothing, household, chemicals"
DK4095681282,Jacob Kristensen,"Hasselvej 33, 2650 Hvidovre",Individual,No preference
DK6923206003,House Home,"Ringvejen 141, 2650 Hvidovre",Company,"household, furniture"
DK5064162365,Sjællandsk Tekstil ApS,"Strandvejen 26, 1000 København K",Company,"beverages, furniture"
DK3185089287,Nutrition IVS,"Kløvervej 96, 8900 Randers",Company,"food, raw_materials, luxury"
DK5271453859,Diet Delicacy Flavor,"Kløvervej 150, 2630 Taastrup",Company,food
DK6554972315,Industri Group,"Sct. Annagade 43, 8000 Aarhus C",Company,stationery
DK5570828113,Grøn Health,"Vestergade 29, 4300 Holbæk",Company,"cosmetics, medical, paper"
DK7961674558,Hvid Natural Tekstil,"Dronningensgade 57, 9000 Aalborg",Company,cosmetics
DK2879792991,Solution Residence Lifestyle Holding,"Vibevej 73, 5700 Svendborg",Company,"household, chemicals"
DK6171239466,Sjællandsk Engros,"Engvej 102, 2820 Gentofte",Company,stationery
